id,Booking_status,Probability
42826,1,0.9165155
42827,0,0.40925753
42828,1,0.68080324
42829,0,0.26018286
42830,1,0.68464667
42831,1,0.89764005
42832,0,0.12536924
42833,1,0.6518749
42834,0,0.18448587
42835,1,0.8944202
42836,0,0.38017005
42837,1,0.8530884
42838,0,0.021185588
42839,1,0.8110537
42840,0,0.018091824
42841,0,1.5532281e-05
42842,0,0.32057378
42843,1,0.8244964
42844,0,0.17960726
42845,0,0.06119412
42846,1,0.7954699
42847,0,0.26545754
42848,0,0.01688774
42849,0,0.085154235
42850,0,0.19835319
42851,1,0.6491952
42852,1,0.524108
42853,1,0.87753063
42854,0,0.082537934
42855,0,0.049797922
42856,0,0.24204077
42857,1,0.9036237
42858,0,0.09667214
42859,0,0.021383746
42860,0,0.27543178
42861,0,0.04905881
42862,0,0.008396244
42863,0,0.003752177
42864,1,0.87686056
42865,1,0.700331
42866,0,0.28267628
42867,0,0.19947164
42868,1,0.8835852
42869,0,0.04934342
42870,0,0.04616965
42871,1,0.894541
42872,0,0.45365465
42873,0,0.15242736
42874,0,0.35676715
42875,1,0.64628893
42876,1,0.58357805
42877,0,0.2034958
42878,1,0.54464763
42879,0,0.40909687
42880,0,0.027557502
42881,0,0.013119358
42882,1,0.86849606
42883,1,0.7782092
42884,0,0.08726309
42885,1,0.8233097
42886,1,0.89258695
42887,0,0.3438188
42888,0,0.27505982
42889,1,0.8619007
42890,1,0.81153214
42891,0,0.35625458
42892,0,0.21115388
42893,0,0.101501465
42894,0,0.025702437
42895,0,0.45603824
42896,0,0.11566531
42897,0,0.43126166
42898,1,0.95304906
42899,0,0.1752158
42900,0,0.2833911
42901,1,0.7218761
42902,0,0.18645568
42903,1,0.5934467
42904,1,0.71446013
42905,0,0.056764863
42906,0,0.24425472
42907,1,0.53683764
42908,1,0.8366499
42909,0,0.42834273
42910,0,0.01370927
42911,1,0.86335313
42912,0,0.3474439
42913,0,0.26355422
42914,0,0.17704523
42915,1,0.59410846
42916,0,0.001020338
42917,0,0.022652399
42918,0,0.12719081
42919,1,0.5112718
42920,0,0.297753
42921,1,0.6868399
42922,1,0.754643
42923,1,0.9328595
42924,1,0.64460415
42925,1,0.6104437
42926,0,0.041743267
42927,0,0.07703363
42928,0,0.4645503
42929,0,0.032297757
42930,1,0.72621024
42931,0,0.3685386
42932,1,0.8360968
42933,0,0.07406353
42934,1,0.96041226
42935,0,0.32476702
42936,1,0.81148815
42937,1,0.82486147
42938,1,0.9239734
42939,0,0.24836694
42940,1,0.6578476
42941,1,0.5503059
42942,0,0.3198836
42943,1,0.9158721
42944,0,0.38337305
42945,1,0.6449543
42946,0,0.34348294
42947,0,0.08624058
42948,1,0.5913671
42949,0,0.058274023
42950,1,0.5601529
42951,0,0.2350921
42952,0,0.2928511
42953,1,0.82877487
42954,1,0.5314782
42955,1,0.8972639
42956,0,0.4092827
42957,1,0.65938926
42958,0,0.33299637
42959,0,0.42024043
42960,0,0.12779656
42961,0,0.45449293
42962,1,0.9117187
42963,0,0.16644001
42964,0,0.061673425
42965,0,0.0042267763
42966,1,0.8216701
42967,1,0.79316455
42968,0,0.023606827
42969,0,0.30648717
42970,0,0.09719417
42971,0,0.3175122
42972,1,0.81860286
42973,1,0.80598813
42974,0,0.05932805
42975,0,0.41070434
42976,0,0.21430479
42977,0,0.20695235
42978,1,0.7843673
42979,0,0.16137643
42980,1,0.5302346
42981,0,0.47748747
42982,0,0.16308585
42983,0,0.13099207
42984,0,0.42535818
42985,1,0.58579326
42986,0,0.34477592
42987,1,0.9621624
42988,0,0.061197627
42989,0,0.27207315
42990,1,0.7278427
42991,0,0.14589916
42992,0,0.06459606
42993,0,0.0864769
42994,1,0.5778804
42995,1,0.7628065
42996,0,0.27802035
42997,0,0.35166097
42998,1,0.8677116
42999,1,0.730579
43000,0,0.27528423
43001,0,0.14962415
43002,0,0.2975421
43003,1,0.72948605
43004,1,0.77107626
43005,0,0.313854
43006,1,0.7461588
43007,0,0.4666408
43008,0,0.25219777
43009,0,0.28822958
43010,1,0.7279305
43011,0,0.2970628
43012,1,0.5097424
43013,0,0.2687598
43014,1,0.72900254
43015,0,0.24239022
43016,1,0.58877856
43017,0,0.16743448
43018,0,0.1720197
43019,0,0.30506456
43020,1,0.8345992
43021,0,0.3263042
43022,0,0.42680255
43023,1,0.7989666
43024,0,0.148927
43025,1,0.64641964
43026,1,0.74663055
43027,0,0.10885904
43028,0,0.18743168
43029,1,0.5637229
43030,0,0.35557464
43031,0,0.046765637
43032,0,0.018800424
43033,1,0.87432593
43034,0,0.19135156
43035,0,0.3153743
43036,0,0.03024953
43037,0,0.11437216
43038,1,0.5658717
43039,0,0.2905824
43040,0,0.28672808
43041,0,0.15441526
43042,0,1.0722943e-24
43043,1,0.85033363
43044,0,0.080267854
43045,0,0.12329106
43046,1,0.8278105
43047,0,0.23913766
43048,0,0.25214183
43049,0,0.18358324
43050,1,0.6825693
43051,0,0.18714406
43052,0,0.021030135
43053,1,0.6711472
43054,0,0.14950873
43055,0,0.24476911
43056,0,0.3833274
43057,0,0.11065052
43058,1,0.86308944
43059,1,0.5887231
43060,0,0.007092082
43061,0,0.073968045
43062,0,0.21202236
43063,1,0.70738053
43064,1,0.9209041
43065,1,0.654574
43066,0,0.1415965
43067,0,0.25051746
43068,1,0.5585835
43069,0,0.04169982
43070,0,0.22821683
43071,0,2.5025778e-05
43072,0,0.0026479482
43073,0,0.320952
43074,1,0.7452167
43075,0,0.23798633
43076,0,0.03669905
43077,0,0.45594612
43078,0,0.38986737
43079,1,0.5840389
43080,0,0.1508063
43081,0,0.12931947
43082,0,0.16862786
43083,0,0.17638808
43084,0,0.0009264126
43085,0,2.9567384e-05
43086,0,0.04705785
43087,1,0.6061613
43088,0,0.25911587
43089,1,0.8213823
43090,1,0.57193744
43091,1,0.8113726
43092,0,0.011559457
43093,1,0.93681943
43094,0,0.22524677
43095,0,0.011340411
43096,1,0.7898859
43097,0,0.11309942
43098,1,0.55923015
43099,1,0.5304742
43100,0,0.37107638
43101,0,0.31970897
43102,1,0.69664544
43103,0,0.06579158
43104,0,0.07461342
43105,0,0.37891695
43106,1,0.72064906
43107,1,0.7106995
43108,0,0.04312698
43109,0,0.2697568
43110,1,0.81218386
43111,1,0.5034001
43112,1,0.79721093
43113,0,0.29431722
43114,1,0.72234803
43115,0,0.1932111
43116,1,0.5629771
43117,0,0.09917237
43118,0,0.15219338
43119,1,0.7379339
43120,1,0.9057796
43121,0,0.12113755
43122,1,0.57421786
43123,1,0.69699395
43124,1,0.9502562
43125,1,0.72903216
43126,0,0.20570795
43127,1,0.52865463
43128,1,0.9223601
43129,0,0.48577598
43130,0,0.43238443
43131,1,0.5063935
43132,0,0.38578296
43133,1,0.8394691
43134,1,0.5387145
43135,1,0.6418664
43136,0,0.27559498
43137,0,0.25657645
43138,0,0.040610254
43139,0,0.20108934
43140,0,0.18964061
43141,0,0.057910167
43142,1,0.9093758
43143,0,0.49545604
43144,1,0.73861605
43145,1,0.85794485
43146,0,0.056617178
43147,0,0.16649847
43148,1,0.82887703
43149,0,0.029273717
43150,0,0.39316812
43151,0,0.08085366
43152,0,0.022396827
43153,0,0.09080659
43154,0,0.11309151
43155,0,0.21271159
43156,0,0.047552627
43157,0,0.028189123
43158,1,0.68191123
43159,0,0.44674218
43160,1,0.87167776
43161,0,0.21291044
43162,0,0.3687586
43163,0,0.062967926
43164,0,0.025352541
43165,1,0.658812
43166,0,0.026922138
43167,0,0.008421658
43168,0,0.00424885
43169,1,0.65952677
43170,0,0.22768883
43171,1,0.93481225
43172,1,0.96047664
43173,0,0.29667222
43174,1,0.95532256
43175,1,0.88856626
43176,0,0.25791556
43177,0,0.0429409
43178,0,0.039362036
43179,1,0.51799107
43180,1,0.80252767
43181,0,0.23127624
43182,1,0.91181064
43183,0,0.0032211659
43184,0,0.2170873
43185,1,0.89214635
43186,0,1.876832e-07
43187,1,0.7083294
43188,1,0.5876657
43189,0,0.036959603
43190,0,0.16380635
43191,0,0.27616134
43192,1,0.5876628
43193,0,0.45935586
43194,1,0.5150018
43195,0,0.19154947
43196,0,0.3729582
43197,0,0.23049368
43198,1,0.71607435
43199,0,0.012882641
43200,0,0.339988
43201,1,0.789793
43202,0,0.036890678
43203,0,0.063400425
43204,0,0.3779684
43205,0,0.16355143
43206,1,0.79594857
43207,0,0.0013407507
43208,1,0.9343303
43209,0,0.10364909
43210,0,0.4419705
43211,1,0.7321385
43212,0,0.38283938
43213,1,0.54214287
43214,0,0.04893759
43215,0,0.19455868
43216,1,0.5535587
43217,0,0.06899135
43218,1,0.75430226
43219,0,0.001137825
43220,1,0.55078965
43221,1,0.6028578
43222,0,0.18356942
43223,0,0.022975782
43224,0,0.093398444
43225,0,0.3498317
43226,1,0.7286006
43227,1,0.66502315
43228,0,0.1877996
43229,0,0.23407933
43230,0,1.5015152e-05
43231,1,0.52349186
43232,0,0.48394662
43233,0,0.23975141
43234,0,0.030505069
43235,0,0.007369114
43236,0,0.01238312
43237,0,0.22190784
43238,0,0.13716735
43239,0,0.06818694
43240,0,0.054588433
43241,0,0.33150825
43242,0,0.23574717
43243,0,0.4137403
43244,1,0.8491991
43245,1,0.5883776
43246,0,0.011323695
43247,0,0.28790805
43248,1,0.63143325
43249,1,0.80088145
43250,1,0.8818533
43251,1,0.5547956
43252,1,0.90716004
43253,0,0.040152207
43254,1,0.81753564
43255,1,0.7106402
43256,1,0.87834805
43257,0,0.047685213
43258,1,0.8469718
43259,0,0.020711586
43260,1,0.87242436
43261,1,0.50770944
43262,0,0.07005648
43263,1,0.5329864
43264,0,0.47214863
43265,1,0.6452345
43266,1,0.7215339
43267,0,0.16864246
43268,0,0.06209954
43269,0,0.00032542684
43270,1,0.75500226
43271,0,0.20849843
43272,0,0.42155218
43273,1,0.85706264
43274,0,0.058539275
43275,0,0.46015683
43276,0,0.4668438
43277,0,0.48957178
43278,1,0.96049625
43279,1,0.79436576
43280,0,0.24464215
43281,0,0.06919284
43282,0,0.25705573
43283,1,0.79185086
43284,0,0.09656578
43285,0,0.32555687
43286,0,0.4169504
43287,1,0.5313667
43288,0,0.31180272
43289,1,0.7535224
43290,0,0.003306348
43291,0,0.096088775
43292,0,0.17614421
43293,1,0.87084734
43294,0,0.44440687
43295,0,0.16231385
43296,1,0.7545128
43297,0,0.47859606
43298,0,0.10438254
43299,0,0.19031587
43300,0,0.11549142
43301,0,0.46002078
43302,0,0.3902171
43303,0,0.41838008
43304,0,0.42737892
43305,0,0.048303474
43306,1,0.8863893
43307,0,0.077878825
43308,1,0.65583235
43309,1,0.87027234
43310,0,0.34582403
43311,0,0.29864743
43312,0,0.07836633
43313,1,0.85147506
43314,0,0.45817894
43315,1,0.89478505
43316,1,0.5138257
43317,0,0.22715348
43318,0,0.32131857
43319,0,0.2214501
43320,1,0.61417973
43321,1,0.8175879
43322,0,0.47533506
43323,1,0.91271394
43324,0,0.34462926
43325,0,0.3395139
43326,0,0.020364882
43327,1,0.7505311
43328,1,0.5083751
43329,0,0.2909023
43330,0,0.34732646
43331,0,0.043528505
43332,1,0.92801946
43333,0,0.27701756
43334,0,0.3871988
43335,0,0.014563529
43336,0,0.007602426
43337,1,0.5563505
43338,0,0.4716993
43339,0,0.0891316
43340,0,0.07534801
43341,1,0.9111427
43342,1,0.7533212
43343,1,0.762073
43344,0,0.17514476
43345,0,0.33530056
43346,1,0.7812514
43347,0,0.46265864
43348,1,0.91513157
43349,0,0.06432547
43350,0,0.13060799
43351,1,0.7743779
43352,1,0.6678266
43353,1,0.82472295
43354,1,0.7959738
43355,0,0.39459363
43356,0,3.6399797e-05
43357,1,0.84906787
43358,0,0.004529672
43359,0,0.07399181
43360,0,0.32426858
43361,0,0.06877935
43362,0,0.061913047
43363,0,0.09592942
43364,0,0.2069987
43365,1,0.5002324
43366,1,0.7220444
